time_step,class,pixels,percentage
70,>60 - 80 %,88967,5.3
70,>80 - <100 %,209034,12.45
70,100 %,1301295,77.53
71,0 %,0,0.0
71,>0 - 20 %,1277,0.08
71,>20 - 40 %,16903,1.01
71,>40 - 60 %,59867,3.57
71,>60 - 80 %,89582,5.34
71,>80 - <100 %,209049,12.45
71,100 %,1301810,77.56
72,0 %,0,0.0
72,>0 - 20 %,1251,0.07
72,>20 - 40 %,17469,1.04
72,>40 - 60 %,58260,3.47
72,>60 - 80 %,90227,5.38
72,>80 - <100 %,209100,12.46
72,100 %,1302181,77.58
73,0 %,0,0.0
73,>0 - 20 %,1240,0.07
73,>20 - 40 %,18126,1.08
73,>40 - 60 %,56686,3.38
73,>60 - 80 %,90867,5.41
73,>80 - <100 %,209248,12.47
73,100 %,1302321,77.59
74,0 %,0,0.0
74,>0 - 20 %,1124,0.07
74,>20 - 40 %,18932,1.13
74,>40 - 60 %,54703,3.26
74,>60 - 80 %,91834,5.47
74,>80 - <100 %,209576,12.49
74,100 %,1302319,77.59
75,0 %,0,0.0
75,>0 - 20 %,1063,0.06
75,>20 - 40 %,19744,1.18
75,>40 - 60 %,52570,3.13
75,>60 - 80 %,92574,5.52
75,>80 - <100 %,210142,12.52
75,100 %,1302395,77.59
76,0 %,0,0.0
76,>0 - 20 %,1065,0.06
76,>20 - 40 %,20841,1.24
76,>40 - 60 %,50150,2.99
76,>60 - 80 %,92953,5.54
76,>80 - <100 %,211283,12.59
76,100 %,1302196,77.58
77,0 %,0,0.0
77,>0 - 20 %,2004,0.12
77,>20 - 40 %,20904,1.25
77,>40 - 60 %,48095,2.87
77,>60 - 80 %,93704,5.58
77,>80 - <100 %,211991,12.63
77,100 %,1301790,77.56
78,0 %,0,0.0
78,>0 - 20 %,3075,0.18
78,>20 - 40 %,20653,1.23
78,>40 - 60 %,45822,2.73
78,>60 - 80 %,94680,5.64
78,>80 - <100 %,212807,12.68
78,100 %,1301451,77.54
79,0 %,0,0.0
79,>0 - 20 %,5147,0.31
79,>20 - 40 %,19547,1.16
79,>40 - 60 %,43331,2.58
79,>60 - 80 %,94786,5.65
79,>80 - <100 %,214827,12.8
79,100 %,1300850,77.5
80,0 %,0,0.0
80,>0 - 20 %,7867,0.47
80,>20 - 40 %,17270,1.03
80,>40 - 60 %,41886,2.5
80,>60 - 80 %,95258,5.68
80,>80 - <100 %,216354,12.89
80,100 %,1299853,77.44
81,0 %,0,0.0
81,>0 - 20 %,9055,0.54
81,>20 - 40 %,14423,0.86
81,>40 - 60 %,40802,2.43
81,>60 - 80 %,97261,5.79
81,>80 - <100 %,218963,13.05
81,100 %,1297984,77.33
82,0 %,0,0.0
82,>0 - 20 %,9477,0.56
82,>20 - 40 %,11477,0.68
82,>40 - 60 %,40592,2.42
82,>60 - 80 %,98183,5.85
82,>80 - <100 %,222428,13.25
82,100 %,1296331,77.23
83,0 %,0,0.0
83,>0 - 20 %,9461,0.56
83,>20 - 40 %,8659,0.52
83,>40 - 60 %,40491,2.41
83,>60 - 80 %,98331,5.86
83,>80 - <100 %,226970,13.52
83,100 %,1294576,77.13
